ŒUVRE 1	ŒUVRE 2	NUM	PERCENTAGE	TEXTE 1	TEXTE 2	INTRA
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	8	1	Pourquoi l’homme ne supporterait-il pas le jour comme Atlas le monde ?	Pourquoi l’homme ne supporterait-il pas le jour comme Atlas le monde ?	False
Périodiques et collectifs 1915-1942	Les fleurs et les saisons	14	1	Pourquoi le myosotis ne serait-il pas la fleur qui « dit son nom » à Rimbaud, au détour du sentier ?	Pourquoi le myosotis ne serait-il pas la fleur qui « dit son nom » à Rimbaud, au détour du sentier ?	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	10	1	Pourquoi n’incarnerais-tu pas à ton tour cette très simple noblesse, et l’autorité qu’elle confère ?	Pourquoi n’incarnerais-tu pas à ton tour cette très simple noblesse, et l’autorité qu’elle confère ?	False
Périodiques et collectifs 1915-1942	JOURNAL	8	0.6666	Pourquoi n’y aurait-il pas dans le temps comme dans l’espace des oasis ?	Tu existes.   juin  Pourquoi n’y aurait-il pas dans le temps comme dans l’espace des oasis ?	False
Périodiques et collectifs 1943-1976	Haut-Jorat 1949	23	0.6052	Pourquoi ne remonterions-nous pas à travers les ans vers la plus belle, celle que seule pouvait nous donner cette chose de plus en plus précaire et menacée et qui – dans ces régions du moins – irrémédiablement agonise : le dimanche paysan ?	Pourquoi ne pas revivre à travers les ans la plus belle, celle que seule pouvait nous donner cette chose de plus en plus précaire et menacée et – dans ces régions du moins – irrémédiablement au bord de l’agonie : le dimanche paysan ?	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	2	1	Pourquoi sommes-nous ici ?	Pourquoi sommes-nous ici ?	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	3	0.3333	Pourquoi sommes-nous ici ? – continue-t-il, et pose d’autres questions encore.	Pourquoi sommes-nous ici ? – poursuit-il, posant d’autres questions encore.	False
Périodiques et collectifs 1943-1976	Air de la solitude 1945	14	1	pourquoi suis-je redescendu de lieue en lieue au long d’une sombre Broye d’arrière- automne jusqu’à cette route mutilée !	pourquoi suis-je redescendu de lieue en lieue au long d’une sombre Broye d’arrière- automne jusqu’à cette route mutilée !	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	18	1	Pourquoi toute une vie prolonger par l’écrit des possessions illusoires, différer désespérément l’adieu qui eût porté en soi l’annonce et le chant d’une résurrection ?	Pourquoi toute une vie prolonger par l’écrit des possessions illusoires, différer désespérément l’adieu qui eût porté en soi l’annonce et le chant d’une résurrection ?	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	3	1	Pourquoi vous réunir ici, pourquoi ?	Pourquoi vous réunir ici, pourquoi ?	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	20	0.4761	Pourraient-ils s’y accoutumer à la longue jusqu’à le vaincre enfin, ce refus, comme l’ont vaincu non du regard seulement, mais de leur corps, les hommes d’ici, pleins cependant d’une sourde révérence devant ce « non » des cimes impassibles qu’ils relèvent chaque jour comme un défi ?	Pourraient-ils s’y accoutumer à la longue jusqu’à le vaincre enfin, ce refus, comme l’ont vaincu non du regard seulement, mais de leur corps, les hommes d’ici, prêts à relever chaque jour le défi des cimes impassibles ?	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	2	1	Pourtant l’air était mort.	Pourtant l’air était mort.	False
Périodiques et collectifs 1943-1976	Air de la solitude 1945	6	1	Pourtant une mémoire d’homme est quelque chose d’unique !	Pourtant une mémoire d’homme est quelque chose d’unique !	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	13	1	Pourtant, ces ailes, on dirait qu’il va s’envoler : ce brun, ce velours noir, le bleu, le rouge !	Pourtant, ces ailes, on dirait qu’il va s’envoler : ce brun, ce velours noir, le bleu, le rouge !	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	28	1	Pourtant, de ce qui aurait pu n’être qu’un emprunt parodique vite lassant, Catherine Colomb a tiré un parti si large et si neuf, si constamment efficace qu’on peut bien parler à ce propos d’une véritable invention.	Pourtant de ce qui aurait pu n’être qu’un emprunt parodique vite lassant, Catherine Colomb a tiré un parti si large et si neuf, si constamment efficace, qu’on peut bien parler à ce propos d’une véritable invention.	True
JOURNAL	Campagne perdue 1972	7	0.3181	Pourtant, il me semble que ma venue n’est pas inutile et que l’appel qui m’est venu d’ici n’est pas imaginaire.	Il me semble pourtant que ma halte n’est pas inutile et que l’appel venu d’ici n’était pas imaginaire.	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	12	0.3636	Pourtant, je me rappelle, vous n’aviez pas l’air si malheureux sur ce grand Buchanan de votre ami Régis, quand le brigadier lui nouait ses rubans sous l’oreille ! – Non, pas si malheureux, c’est vrai.	Pourtant, je me rappelle, vous n’aviez pas l’air si malheureux quand le brigadier vous nouait des rubans à l’épaule ! – Non, pas si malheureux, c’est vrai.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	11	1	Pourtant, le rythme de la marche en groupe a souvent en soi quelque chose d’efficace.	Pourtant, le rythme de la marche en groupe a souvent en soi quelque chose d’efficace.	False
Pour un moissonneur 1941	Périodiques et collectifs 1915-1942	8	0.6666	Poussière aux plis du vase bleu, poussière sur la frange du papier d’or !	Poussière aux plis du vase bleu, poussière sur la frange de papier d’or !	False
Périodiques et collectifs 1915-1942	Périodiques et collectifs 1915-1942	8	0.6666	Poussière aux plis du vase bleu, poussière sur la frange du papier d’or !	Poussière aux plis du vase bleu, poussière sur la frange de papier d’or !	True
Pour un moissonneur 1941	Périodiques et collectifs 1915-1942	10	1	Poussière aux plis du vase bleu, poussière sur la frange du papier d’or !	Poussière aux plis du vase bleu, poussière sur la frange du papier d’or !	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	39	1	Pouvoir mystérieux, certes, s’il s’agit de grands espaces composés dont la vertu dépasse celle d’un simple archet éveilleur d’âme pour rejoindre celle d’un immense orchestre étageant du silence pur au déchaînement total tout un univers d’inflexions diverses, et qui, pour traduire quelques thèmes éternels, dispose de l’envoûtement de mille timbres.	Pouvoir mystérieux, certes, s’il s’agit de grands espaces composés dont la vertu dépasse celle d’un simple archet éveilleur d’âme pour rejoindre celle d’un immense orchestre étageant du silence pur au déchaînement total tout un univers d’inflexions diverses, et qui, pour traduire quelques thèmes éternels, dispose de l’envoûtement de mille timbres.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	35	1	Pouvoir plus mystérieux encore s’il s’agit d’un petit fragment de paysage qui s’isole à l’intérieur du grand et dont l’accueil, par l’occulte vertu d’un seul bouquet d’arbres, d’un miroitement d’eau sous une grappe de feuilles sombres, nous guide lentement, lui aussi, vers notre meilleur moi.	Pouvoir plus mystérieux encore s’il s’agit d’un petit fragment de paysage qui s’isole à l’intérieur du grand et dont l’accueil, par l’occulte vertu d’un seul bouquet d’arbres, d’un miroitement d’eau sous une grappe de feuilles sombres, nous guide lentement, lui aussi, vers notre meilleur moi.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	5	1	PRÉCAUTIONS « La nature a horreur du vide.	PRÉCAUTIONS « La nature a horreur du vide.	False
JOURNAL	Essai pour un paradis 1932	10	0.6666	Précipité par cette exultation à travers le monde inerte, j’accomplissais ce miracle quotidien de lui rendre vie.	Précipité par elle à travers le monde inerte, j’accomplissais ce miracle quotidien de lui rendre vie.	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	77	0.7403	Prélude à la campagne perdue Gazette de Lausanne, - octobre    Les paysages étrangement devenus notre propre chair, la mémoire déroulant le ruban des routes parcourues, le soir, aux tièdes auberges de l’été (un colporteur y soliloque sans joie, en berçant de sa main valide une main morte), l’âme qui épouse à jamais la détresse ou le délire des oiseaux, une présence de fleur dans l’absolu de son être soudain saisie : ici se conjuguent toutes les formes du rapt, même cette voix née de la nuit, le poème qu’un pas solitaire suscite et scande sous la treille du ciel, quand les grappes des constellations une à une s’y suspendent et silencieusement s’illuminent.	À tous mes amis laboureurs au long d’un demi-siècle (le temps pour l’ancien monde paysan de n’être plus)  Les paysages étrangement devenus notre propre chair, la mémoire déroulant le ruban des routes parcourues, le soir, aux tièdes auberges de l’été (un colporteur y soliloque sans joie, en berçant de sa main valide une main morte), l’âme qui épouse à jamais la détresse ou le délire des oiseaux, une présence de fleur dans l’absolu de son être soudain saisie : ici se conjuguent toutes les formes du rapt, même cette voix née de la nuit, le poëme qu’un pas solitaire suscite et scande sous la treille du ciel, quand les grappes des constellations une à une s’y suspendent et silencieusement s’illuminent.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	24	0.8888	PREMIER COUP DE FAUX Ce n’est pas encore le soleil des « chaudes soirées » qui bronze les faucheurs et les feuillages, quand sous les vergers déjà sombres brille soudain une épaule ou un visage de cuivre.	Ce n’est pas encore le soleil des « chaudes soirées » qui bronze les faucheurs et les feuillages, quand sous les vergers déjà sombres brille soudain une épaule ou un visage de cuivre.	False
JOURNAL	JOURNAL	3	0.6	Première page avec cette mention : « F.	Première page avec cette mention : « notes . .	True
JOURNAL	JOURNAL	3	0.6	Première page avec cette mention : « F.	» Première page avec cette mention : « Roud.	True
JOURNAL	JOURNAL	2	0.4	Première page avec cette mention : « Roud  » ; - , .	Couverture avec cette mention : « Roud.	True
JOURNAL	JOURNAL	3	0.4285	Première page avec cette mention : « Roud  » ; - , .	Première page avec cette mention : « – roud /– notes – -- » ;  septembre -[ juin] .	True
JOURNAL	JOURNAL	3	0.6	Première page avec cette mention : « Roud  » ; - , .	Première page avec cette mention : « notes . .	True
JOURNAL	JOURNAL	3	0.6	Première page avec cette mention : « Roud  » ; - , .	Première page avec cette mention : « F.	True
JOURNAL	JOURNAL	4	1	Première page avec cette mention : « Roud  » ; - , .	» Première page avec cette mention : « Roud.	True
JOURNAL	JOURNAL	2	0.3333	Première page avec cette mention : « Roud I-III .	Couverture avec cette mention : « Roud.	True
JOURNAL	JOURNAL	3	0.375	Première page avec cette mention : « Roud I-III .	Première page avec cette mention : « – roud /– notes – -- » ;  septembre -[ juin] .	True
JOURNAL	JOURNAL	3	0.5	Première page avec cette mention : « Roud I-III .	Première page avec cette mention : « notes . .	True
JOURNAL	JOURNAL	3	0.5	Première page avec cette mention : « Roud I-III .	Première page avec cette mention : « F.	True
JOURNAL	JOURNAL	4	0.8	Première page avec cette mention : « Roud I-III .	» Première page avec cette mention : « Roud.	True
JOURNAL	JOURNAL	4	0.8	Première page avec cette mention : « Roud I-III .	Première page avec cette mention : « Roud  » ; - , .	True
Périodiques et collectifs 1915-1942	Air de la solitude 1945	33	1	Près d’une étroite fenêtre d’écurie, une moitié du corps durement cernée de lumière, l’autre confondue avec l’ombre où luit doucement la paille dénouée et tordue comme une chevelure, tu es assis, les poings refermés sur la tresse rêche qu’on tord et tire.	Près d’une étroite fenêtre d’écurie, une moitié du corps durement cernée de lumière, l’autre confondue avec l’ombre où luit doucement la paille dénouée et tordue comme une chevelure, tu es assis, les poings refermés sur la tresse rêche qu’on tord et tire.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	37	1	Près d’une fenêtre basse (j’étais entré là les mains vides, la tête vide comme un ciel d’aube avec le scintillement d’une dernière pensée, les lèvres depuis longtemps quittées par les paroles les plus familières) le jeune homme tenait sur ses genoux une corbeille en train de naître.	Près d’une fenêtre basse (j’étais entré là les mains vides, la tête vide comme un ciel d’aube avec le scintillement d’une dernière pensée, les lèvres depuis longtemps quittées par les paroles les plus familières) le jeune homme tenait sur ses genoux une corbeille en train de naître.	False
Périodiques et collectifs 1943-1976	Les fleurs et les saisons	14	1	près d’une souche d’aulnes, la pulmonaire hors des feuilles en touffe verte et brune ouvre ses premières fleurs.	près d’une souche d’aulnes, la pulmonaire hors des feuilles en touffe verte et brune ouvre ses premières fleurs.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	20	1	Près de la dernière ferme, vous avez pris un sentier qui montait vers la frise d’une forêt sombre tachée d’une seule tache grise – vers mon salut.	Près de la dernière ferme vous avez pris un sentier qui montait vers la frise d’une forêt sombre tachée d’une seule tache grise, – vers mon salut.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	18	0.6428	Près de la tombe de F., que j’ai retrouvée avec tant de peine, un peuplier-tremble grésille dans le vent d’automne qui ramène sur un bref soleil les nuées grises et jaunes.	Près de la tombe – que j’ai retrouvée avec tant de peine – un peuplier-tremble grésille dans le vent d’automne qui ramène sur un bref soleil les nuées jaunes et grises.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	2	1	Presque à point.	Presque à point.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	2	1	Presque à point.	Presque à point.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	2	1	Presque à point.	Presque à point.	True
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	15	1	Presque au bord du chemin, à fleur de terre, un bassin s’encastre, fait d’une roue de moulin grise et bleue.	Presque au bord du chemin, à fleur de terre, un bassin s’encastre, fait d’une roue de moulin grise et bleue.	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	6	1	Presque heureux au cœur d’une sorte de calme retrouvé.	Presque heureux au cœur d’une sorte de calme retrouvé.	False
Périodiques et collectifs 1915-1942	Périodiques et collectifs 1915-1942	36	1	Presque toute l’œuvre de Rimbaud qui nous est parvenue est une confession du poëte à soi seul – parfois détournée comme dans certains poëmes des Illuminations qui semblent destinés à fixer d’instables visions et ne servent en somme qu’à vérifier et à expliciter un état de sensibilité.	Presque toute l’œuvre de Rimbaud qui nous est parvenue est une confession du poëte à soi seul – parfois détournée comme dans certains poëmes des Illuminations qui semblent destinés à fixer d’instables visions et ne servent en somme qu’à vérifier et à expliciter un état de sensibilité.	True
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	2	1	Prétendre épuiser l’inépuisable !	Prétendre épuiser l’inépuisable !	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	15	1	Prétendre que nous attendons de toute toile nouvelle d’Auberjonois une sorte de révélation, c’est exagérer à peine nos légitimes exigences.	Prétendre que nous attendons de toute toile nouvelle d’Auberjonois une sorte de révélation, c’est exagérer à peine nos légitimes exigences.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	13	0.7222	Prétendre que nous pouvons attendre de toute toile nouvelle d’Auberjonois une sorte de révélation, c’est exagérer à peine nos légitimes exigences.	Prétendre que nous attendons de toute toile nouvelle d’Auberjonois une sorte de révélation, c’est exagérer à peine nos légitimes exigences.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	13	0.7222	Prétendre que nous pouvons attendre de toute toile nouvelle d’Auberjonois une sorte de révélation, c’est exagérer à peine nos légitimes exigences.	Prétendre que nous attendons de toute toile nouvelle d’Auberjonois une sorte de révélation, c’est exagérer à peine nos légitimes exigences.	True
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	6	1	PRÉVONLOUP  par-dessus la Broye et  DENEZY  faisant l’échange ?	PRÉVONLOUP par-dessus la Broye et DENEZY faisant l’échange ?	False
Périodiques et collectifs 1915-1942	Périodiques et collectifs 1915-1942	5	0.4545	Prière pour la tache des yeux Aujourd’hui, no ,  janvier , rubrique « Textes (Chronique) », p. .	[Attitudes] Aujourd’hui, no ,  janvier , rubrique « Textes (Chronique) », p. .	True
Périodiques et collectifs 1915-1942	Air de la solitude 1945	35	0.6862	Prière pour la tache des yeux Il faut nommer le nom de la personne et dire : Si tu as la tache Dieu te détache si elle est blanche qu’elle se déblanche si elle est rouge qu’elle se dérouge, si elle est noire qu’elle se dénoire ; au nom du Père du Fils et du St-Esprit amen.	PRIÈRE POUR LA TACHE DES YEUX  II faut nommer le nom de la personne, et dire : Si tu as la tache Dieu te détache si elle est blanche qu’elle se déblanche si elle est rouge quelle se dérouge si elle est noire qu’elle se dénoire au nom du Père du Fils et du Saint-Esprit amen.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	12	0.75	Prise dans un lac mouvant de ficelles bises et de crocs de fonte bleue, elle redevient gerbes (gerbes vaines).	Prise dans un lacs mouvant de ficelles bises et de crocs de fonte bleue, elle redevient gerbes (gerbes vaines).	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	35	1	Prisonnier cette fois d’une présence réelle, guidé vers le repos par le tiède rayonnement d’un corps proche et cette suite de gestes pleine d’une calme certitude, je buvais sans fin le regard chargé d’accueil qui venait de m’ouvrir pour toujours le magique royaume de l’innocence.	Prisonnier cette fois d’une présence réelle, guidé vers le repos par le tiède rayonnement d’un corps proche et cette suite de gestes pleine d’une calme certitude, je buvais sans fin le regard chargé d’accueil qui venait de m’ouvrir pour toujours le magique royaume de l’innocence.	False
JOURNAL	Feuillets 1929	15	0.5555	Prisonniers de l’évidence, notre nuit, l’arc de ces cils noirs et dorés c’est la fragile défense qu’un baiser même n’abolirait pas                                Marcel Perretten (-), meunier de Lussery, dont le nom est parfois francisé en Perrette.	Prisonniers de l’évidence notre nuit, l’arc de ces cils noirs et dorés c’est la fragile défense qu’un baiser même n’abolirait pas.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	2	0.3333	Prix : .– frs. l’ex.	Prix : .– frs. l’ex. ;  ex. sur fin blanc Rhätia.	True
JOURNAL	JOURNAL	4	0.4	Prix de la Société des Ecrivains suisses.	Beidler est alors le secrétaire de la Société des Ecrivains suisses SES.	True
JOURNAL	JOURNAL	4	0.6666	Prix de la Société des Ecrivains vaudois.	Prix de la Société des Ecrivains suisses.	True
Périodiques et collectifs 1943-1976	JOURNAL	3	0.3333	Prix de la Ville de Lausanne – Allocution de M.	Le  avril, Prix de la Ville de Lausanne.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	3	1	Promesse innocemment – et cruellement tenue.	Promesse innocemment et cruellement tenue.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	3	1	Promesse innocemment et cruellement tenue.	Promesse innocemment et cruellement tenue.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	3	1	Promesse innocemment et cruellement tenue.	Promesse innocemment – et cruellement tenue.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	27	0.7714	Proust plonge à la recherche du temps perdu, mais s’il s’en va quérir inlassablement ses personnages aux profondeurs temporelles, ce n’est que pour mieux les confronter, les opposer à ceux qu’ils sont devenus dans le cruel éclairage final du Temps retrouvé.	Proust plonge à la recherche du Temps perdu, mais s’il va quérir inlassablement ses personnages aux profondeurs temporelles, ce n’est que pour mieux les confronter, les opposer à ceux qu’ils sont devenus dans l’atroce éclairage finale du Temps retrouvé.	True
Périodiques et collectifs 1915-1942	JOURNAL	43	0.7049	Proust, on le sent, avait exagéré ce décalage temporel pour rendre son effet plus saisissant, mais il oublie son parti pris assez vite et ne peut retoucher ses souvenirs assez efficacement pour que la vue du lecteur ne demeure pas troublée par des perspectives différentes et simultanées : il voit double, je veux dire qu’il perçoit en même temps l’intention de l’auteur et sa réalisation qui en diffère.	Et Proust, on le sent, avait exagéré ce décalage temporel pour rendre son effet plus saisissant, mais il oublie son parti-pris assez vite, et ne peut retoucher ses souvenirs assez efficacement pour que la vue du lecteur ne demeure pas troublée par des perspectives différentes et simultanées : il voit double c’est-à-dire il voit à la fois l’intention de l’auteur et sa réalisation qui en diffère.	False
Périodiques et collectifs 1943-1976	Haut-Jorat 1949	22	1	Puis elles se taisent, et l’on entend de nouveau la fontaine sous le tremble et tout à coup, dans la touffe du cerisier proche, un rauque roucoulement de ramier.	Puis elles se taisent et l’on entend de nouveau la fontaine sous le tremble – et tout à coup, dans la touffe du cerisier proche, un rauque roucoulement de ramier.	False
Périodiques et collectifs 1943-1976	Haut-Jorat 1949	22	1	Puis elles se taisent, et l’on entend de nouveau la fontaine sous le tremble et tout à coup, dans la touffe du cerisier proche, un rauque roucoulement de ramier.	Puis elles se taisent et l’on entend de nouveau la fontaine sous le tremble – et tout à coup, dans la touffe du cerisier proche, un rauque roucoulement de ramier.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	22	1	Puis elles se taisent, et l’on entend de nouveau la fontaine sous le tremble et tout à coup, dans la touffe du cerisier proche, un rauque roucoulement de ramier.	Puis elles se taisent, et l’on entend de nouveau la fontaine sous le tremble et tout à coup, dans la touffe du cerisier proche, un rauque roucoulement de ramier.	True
Périodiques et collectifs 1915-1942	JOURNAL	28	0.6222	Puis il est parti et je suis resté seul parmi les longs champs de moisson drue et droite, d’un cuivre ardent à contre-jour, pâlissante sous le soleil et faisant naître, tout au long de son touchement du ciel, un bleu épais, rompu de violet et de rose, couleur de noces.	Resté seul  parmi les longs champs de mois- son drue et droite, d’un cuivre ardent à contre-jour, pâlissant sous le soleil et faisant naître, tout au long de son touchement du ciel, un bleu épais, rompu de violet et de rose, couleur de noces.	False
Périodiques et collectifs 1915-1942	Campagne perdue 1972	39	1	Puis il est parti et je suis resté seul parmi les longs champs de moisson drue et droite, d’un cuivre ardent à contre-jour, pâlissante sous le soleil et faisant naître, tout au long de son touchement du ciel, un bleu épais, rompu de violet et de rose, couleur de noces.	Puis il est parti et je suis resté seul parmi les longs champs de moisson drue et droite, d’un cuivre ardent à contre-jour, pâlissante sous le soleil et faisant naître, tout au long de son touchement du ciel, un bleu épais, rompu de violet et de rose, couleur de noces.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	17	1	Puis il se jette dans les rideaux bombés comme des voiles et tire de leurs plis la triste odeur des cigares éteints.	Puis il se jette dans les rideaux bombés comme des voiles et tire de leurs plis la triste odeur des cigares éteints.	False
Périodiques et collectifs 1915-1942	JOURNAL	13	0.3023	Puis il va le replacer dans le nid et l’instant d’après l’oiseau, toujours parfaitement silencieux, s’y réinstalle… Le matin, un renard assis au flanc de la pente les regardait travailler – sans songer à fuir.	Il va le remettre en place et un peu plus tard l’oiseau – tou- jours parfaitement silencieux, revient s’installer à sa besogne… Le matin, un renard assis au flanc de la pente les regardait travailler – sans songer à fuir.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	38	0.5	Puis il y a eu la touffe de plumes au bord de la route, un étourneau renversé, les yeux clos, les pattes crispées comme la pauvre main du colporteur, et ce papillon, cendre et soie, qui s’obstinait à dessiner de l’aile sur le ciel, l’asphalte, l’herbe rase, d’une écriture sans cesse brouillée par les sursauts du vent : Je suis le papillon de l’âme le papillon des morts Pythagore le savait le papillon des âmes mortes… Pris au lacs de son vol fou, un désarroi sans recours m’envahissait comme un vertige.	Et aussi ce papillon, cendre et soie, qui s’obstinait à dessiner de l’aile sur le ciel, l’asphalte, l’herbe rase, d’une écriture sans cesse brouillée par les sursauts du vent : « Je suis le papillon de l’âme, le papillon des morts, le papillon des âmes mortes… » Un désarroi sans recours m’envahissait peu à peu comme un vertige.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	39	0.9285	Puis ils ont peint sur le talus mon ombre trébuchante, avançant, reculant par bonds et (j’entendais déjà ce trot de cheval peupler la solitude) côte à côte avec mon ombre, fraternelle, l’ombre d’un dragon derrière moi, qui s’élança soudain contre la pente, gagna la crête, démesurée, et sauta dans le ciel.	Puis ils ont peint sur le talus mon ombre trébuchante, avançant, reculant par bonds et (j’entendais déjà ce trot de cheval peupler la solitude) côte à côte avec mon ombre, fraternelle, l’ombre d’un dragon derrière moi, qui s’élança soudain contre la pente, gagna la crête, immense, démesurée, et sauta dans le ciel.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	13	1	Puis ils remontent, leurs grands corps couchés contre le flanc feuillu qu’ils délivrent lentement de son fruit.	Puis ils remontent, leurs grands corps couchés contre le flanc feuillu qu’ils délivrent lentement de son fruit.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	23	1	Puis je découvris enfin ce qui m’avait dicté ce fragment de phrase jusqu’à en faire l’incessant compagnon de ma course, et c’était la secrète parenté du paysage et du poëme.	Puis je découvris enfin ce qui m’avait dicté ce fragment de phrase jusqu’à en faire l’incessant compagnon de ma course, et c’était la secrète parenté du paysage et du poëme.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	13	1	Puis la pente s’élève, modelée et frôlée à la fois par un à-pic de longs rayons frisants.	Puis la pente s’élève, modelée et frôlée à la fois par un à-pic de longs rayons frisants.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	8	0.3636	Puis le doigt de lumière glisse et touche ses souliers pâlis par la rosée, tachés de pétales et de pollens.	Puis le doigt de lumière glisse et touche son soulier pâli par la rosée, taché de pétales et de polens.	True
Périodiques et collectifs 1943-1976	Les fleurs et les saisons	15	1	Puis le doigt de lumière glisse et touche ses souliers pâlis par la rosée, tachés de pétales et de pollens.	Puis le doigt de lumière glisse et touche ses souliers pâlis par la rosée, tachés de pétales et de pollens.	False
Périodiques et collectifs 1943-1976	Les fleurs et les saisons	8	0.3636	Puis le doigt de lumière glisse et touche son soulier pâli par la rosée, taché de pétales et de polens.	Puis le doigt de lumière glisse et touche ses souliers pâlis par la rosée, tachés de pétales et de pollens.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	34	0.5862	Puis le moment vient où ce vase de verre bleu qui dormait jadis aux tables paysannes, plein de monnaies de pape ou d’immortelles desséchées, notre regard le voit apparaître enfin baigné d’une lumière intemporelle, dans la soudaine évidence musicale, la magie de sa couleur et de sa forme, tel qu’un grand peintre l’a découvert pour nous.	Puis le moment vient où ce vase de verre bleu qui dormait jadis aux tables paysannes, plein de monnaies du pape et d’immortelles desséchées, notre regard le voit apparaître enfin, baigné d’une lumière intemporelle, dans la soudaine évidence musicale, l’inépuisable magie de sa forme et de sa couleur, tel que l’a découvert pour nous un grand peintre et tel qu’il est.	True
Périodiques et collectifs 1915-1942	Périodiques et collectifs 1915-1942	12	1	Puis le premier dragon plante en plein ciel la pointe aiguë de son fanion à franges.	Puis le premier dragon plante en plein ciel la pointe aiguë de son fanion à franges.	True
JOURNAL	Essai pour un paradis 1932	11	0.44	Puis le visage se tourne vers moi, le sang pur, et le regard que je reçois comme un influx de joie et de ten- dresse.	Puis le visage tourne vers moi son sang pur, son regard que je reçois comme un influx de joie et de tendresse.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	12	1	Puis les colchiques comme une lèpre rose au gazon ras ont allumé leurs touffes de flammes.	Puis les colchiques comme une lèpre rose au gazon ras ont allumé leurs touffes de flammes.	False
Périodiques et collectifs 1943-1976	Les fleurs et les saisons	5	1	Puis leur voix se défait, d’autres s’élèvent.	Puis leur voix se défait, d’autres s’élèvent.	False
Périodiques et collectifs 1943-1976	JOURNAL	34	0.523	Puis nous regardons, à l’est, la pente du verger où les regains récents ont tout juste laissé recroître un gazon doux à l’œil. – Du velours taupé, dit Ramuz, et il me montre dans le magnifique rideau d’arbres dont le vert se dore peu à peu, les taches que font trois ou quatre feuilles déjà touchées par l’automne, pareilles aux taches d’un fruit trop mûr.	Puis nous regardons, à l’est, la pente où les regains faits ont laissé recroître un gazon doux à l’œil : « du velours taupé » le définit R[amuz] avec une extrême justesse, et il me montre dans le magnifique rideau d’arbres dont le vert se dore peu à peu, les taches que font trois ou quatre feuilles touchées par l’automne – comme des taches d’un fruit.	False
